,Unnamed: 0,conm,tic,CUSIP,Date of IPO,IS_SPAC,matched_name
0,0,Silver Run Acquisition Corp,SRAQU,82811P200,2/29/2016,True,"('GENZYME CORP', 86)"
1,1,Jensyn Acquisition Corp,JSYNU,47632B201,3/7/2016,True,"('JENSYN ACQUISITION CORP', 100)"
2,2,Landcadia Holdings II Inc,LCAHU,51476W206,6/1/2016,True,"('LANDCADIA HOLDINGS INC', 95)"
3,3,M III Acquisition Corp,MIIIU,55378T203,7/7/2016,True,"('M III ACQUISITION CORP', 100)"
4,4,Saban Capital Acquisition Corp,SCACU,78516C205,9/21/2016,True,"('SABAN CAPITAL ACQUISITION CP', 97)"
5,5,Gores Holdings II Inc,GSHTU,382867208,1/12/2017,True,"('GORES HOLDINGS II INC', 100)"
6,6,Fintech Acquisition Corp II,FNTEU,31810G208,1/19/2017,True,"('FINTECH ACQUISITION CP II', 96)"
7,7,Forum Merger Corp,FMCI,34985B202,4/12/2017,True,"('FORUM MERGER II CORP', 95)"
8,8,Vantage Energy Acq Corp,VEACU,92211L204,4/17/2017,True,"('VANTAGE ENERGY ACQ CORP', 100)"
9,9,TPG Pace Energy Holdings Corp,TPGEU,872656202,5/10/2017,True,"('TPG PACE HOLDINGS CORP', 95)"
10,10,Modern Media Acquisition Corp,MMDMU,60765P202,5/17/2017,True,"('GLADSTONE LAND CORP', 86)"
11,11,Hennessy Capital Acq Corp III,HCAC.,42588L204,6/23/2017,True,"('HENNESSY CAPITL ACQ CORP II', 96)"
12,12,Federal Street Acq Corp,FSACU,31421V206,7/24/2017,True,"('GENZYME CORP', 86)"
13,13,Osprey Energy Acquisition Corp,OSPRU,688397207,7/26/2017,True,"('KLR ENERGY ACQUISITION CORP', 88)"
14,14,Pensare Acquisition Corp,WRLS,7.10E+208,8/1/2017,True,"('PURE ACQUISITION CORP', 89)"
15,15,Atlantic Acquisition Corp,ATACU,48206205,8/14/2017,True,"('GENZYME CORP', 86)"
16,16,I-AM CAPITAL ACQUISITION Co,IAMXU,45074Q207,8/22/2017,True,"('WHITEWAVE FOODS CO', 86)"
17,17,Draper Oakwood Tech Acq Inc,DOTAU,26146L202,9/15/2017,True,"('DRAPER OAKWD TECH ACQN', 90)"
18,18,Black Ridge Acquisition Corp,BRACU,09216T206,10/10/2017,True,"('GENZYME CORP', 86)"
19,19,Haymaker Acq Corp,HYACU,420870206,10/27/2017,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
20,20,Legacy Acquisition,LGCU,524643202,11/17/2017,True,"('LEGACY ACQUISITION', 100)"
21,21,Big Rock Partners Acq Corp,BRPAU,89482202,11/22/2017,True,"('BIG ROCK PRTN ACQ CORP', 92)"
22,22,Leisure Acquisition Corp,LACQU,52539T206,12/5/2017,True,"('PURE ACQUISITION CORP', 89)"
23,23,Gigcapital Inc,GIG U,37518N205,12/8/2017,True,"('GIGCAPITAL INC', 100)"
24,24,Nebula Acquisition Corp,NEBU.,629076209,1/12/2018,True,"('NEBULA ACQUISITON CORP', 98)"
25,25,Gordon Pointe Acq Corp.,GPAQU,382788206,1/30/2018,True,"('GENZYME CORP', 86)"
26,26,DFB Healthcare Acqs Corp,DFBHU,2.33E+212,2/21/2018,True,"('GENZYME CORP', 86)"
27,27,Opes Acq Corp.,OPESU,68373P209,3/16/2018,True,"('PROVIDIAN FINANCIAL CORP', 86)"
28,28,Tiberius Acq Corp,TIBRU,88633A206,3/20/2018,True,"('TIBERIUS ACQU CORP', 97)"
29,29,Pure Acquisition Corp,PACQU,74621Q205,4/17/2018,True,"('PURE ACQUISITION CORP', 100)"
30,30,Trident Acquisition Corp,TDACU,89615T205,6/1/2018,True,"('TRIDENT ACQUISTNS CORP', 91)"
31,31,Allegro Merger Corp,ALGRU,01749N301,7/6/2018,True,"('ALLEGRO MERGER CORP', 100)"
32,32,Forum Merger II Corp,FMCIU,34986F202,8/7/2018,True,"('FORUM MERGER II CORP', 100)"
33,33,Megalith Financial Acquisition,MFACU,58518F208,8/28/2018,True,"('VOYA FINANCIAL INC', 86)"
34,34,Churchill Capital Corp,CCC.U,17142R202,9/11/2018,True,"('CHURCHILL CAPITAL CORP', 100)"
35,35,Gores Holdings III Inc,GRSHU,38286G208,9/11/2018,True,"('GORES HOLDINGS III INC', 100)"
36,36,ChaSerg Technology Acquisition,CTACU,16166A202,10/10/2018,True,"('TTC TECHNOLOGY CORP', 86)"
37,37,Graf Industrial Corp,GRAF,384278206,10/18/2018,True,"('GRAF INDUSTRIAL CORP', 100)"
38,38,AMCI Acquisition Corp,AMCI,00165R200,11/20/2018,True,"('AMCI ACQUISITION CORP', 100)"
39,39,Boxwood Merger Corp,BWMCU,10319T200,11/20/2018,True,"('GENZYME CORP', 86)"
40,40,Fintech Acquisition Corp III,FTACU,31811A309,11/20/2018,True,"('FINTECH ACQUISITION CORP', 95)"
41,41,Schultze Special Purpose Acq,SAMAU,80821R208,12/13/2018,True,"('KAYNE ANDRSN ACQ C', 86)"
42,42,CF Finance Acquisition Corp,CFFAU,12528N206,12/17/2018,True,"('GENZYME CORP', 86)"
43,43,Gores Metropoulos Inc,GMHIU,382872208,2/5/2019,True,"('QUALYS INC', 86)"
44,44,Monocle Acq Corp,MNCLU,609754205,2/11/2019,True,"('PROVIDIAN FINANCIAL CORP', 86)"
45,45,Pivotal Acq Corp,PVT.U,72583A200,2/4/2019,True,"('PIVOTAL CORP', 95)"
46,46,RMG Acquisition Corp,RGM.U,749641205,2/12/2019,True,"('ROI ACQUISITION CORP', 90)"
47,47,Acamar Partners Acq Corp,ACAMU,4285201,2/26/2019,True,"('GENZYME CORP', 86)"
48,48,Tuscan Holdings Corp,THCBU,90069K203,3/7/2019,True,"('GENZYME CORP', 86)"
49,49,Crescent Acquisition Corp,CRSAU,22564L204,3/12/2019,True,"('GENZYME CORP', 86)"
50,50,Trine Acquisition Corp,TRNEU,89628U207,3/19/2019,True,"('TRIAN ACQUISITION I CORP', 91)"
51,51,Insurance Acquisition Corp,INSUU,457867307,3/22/2019,True,"('GENZYME CORP', 86)"
52,52,B. Riley Principal Merger Corp,BRPM.,05586Y205,4/11/2019,True,"('GLADSTONE LAND CORP', 86)"
53,53,Landcadia Holdings II,LCAHU,51476X204,5/9/2019,True,"('LANDCADIA HOLDINGS INC', 93)"
54,54,Diamond Eagle Acq Corp,DEACU,25258L208,5/14/2019,True,"('GENZYME CORP', 86)"
55,55,GX Acq Corp,GXGXU,36251A206,5/23/2019,True,"('PROVIDIAN FINANCIAL CORP', 86)"
56,56,Proficient Alpha Acq Corp.,PAACU,74317H204,6/3/2019,True,"('GENZYME CORP', 86)"
57,57,GigCapital2,GIX.U,375036209,6/10/2019,True,"('GIGCAPITAL INC', 80)"
58,58,Haymaker Acquisition Corp II,HYACU,42087L200,6/12/2019,True,"('GENZYME CORP', 86)"
59,59,South Mountain Merger Corp,SMMCU,838884203,6/24/2019,True,"('GENZYME CORP', 86)"
60,60,Churchill Capital Corp II,CCXU,17143G205,7/1/2019,True,"('CHURCHILL CAPITAL CORP', 95)"
61,61,Pivotal Investment Corp II,PICU,72582K209,7/16/2019,True,"('GENZYME CORP', 86)"
62,62,Tuscan Holdings Corp II,THCAU,90070A202,7/16/2019,True,"('GENZYME CORP', 86)"
63,63,Conyers Pk II Acq Corp,CPAA.,212894208,7/14/2016,True,"('GENZYME CORP', 86)"
64,64,Switchback Energy Acq Corp,SBE.U,87105M201,7/30/2019,True,"('GENZYME CORP', 86)"
65,65,Orisun Acquisition Corp,ORSNU,68632T208,8/6/2019,True,"('POLARIS ACQUISITION CORP', 89)"
66,66,New Providence Acquisition,NPAUU,64822P205,9/13/2019,True,"('NEW HOME CO INC', 86)"
67,67,Experience Investment Corp,EXPCU,30217C208,9/17/2019,True,"('GENZYME CORP', 86)"
68,68,Apex Technology Acquisition,APXTU,03768F201,9/19/2019,True,"('LEGACY ACQUISITION', 86)"
69,69,Finserv Acq Corp,FSRVU,318085206,11/5/2019,True,"('PROVIDIAN FINANCIAL CORP', 86)"
70,70,Osprey Tech Acq Corp,SFTW.,68839R401,11/5/2019,True,"('GENZYME CORP', 86)"
71,71,Merida Merger Corp I,MCMJU,58953M205,11/7/2019,True,"('GENZYME CORP', 86)"
72,72,LGL Systems Acquisition Corp,DFNSU,50201G205,11/12/2019,True,"('GENZYME CORP', 86)"
73,73,Juniper Industrial Hldg Inc,JIH U,48205G205,11/13/2019,True,"('SHUTTERSTOCK INC', 86)"
74,74,Stable Road Acquisition Corp,SRACU,85236Q208,11/13/2019,True,"('GENZYME CORP', 86)"
75,75,Greenvision Acq Corp.,GRNVU,39678G202,11/21/2019,True,"('GENZYME CORP', 86)"
76,76,Amplitude Healthcare,AMHCU,03212A204,11/22/2019,True,"('ALTERRA HEALTHCARE CORP', 70)"
77,77,Software Acq Grp Inc,SAQNU,83406B200,11/22/2019,True,"('QUALYS INC', 86)"
78,78,CHP Merger Corp,CHPMU,12558Y205,11/26/2019,True,"('PROVIDIAN FINANCIAL CORP', 86)"
79,79,PropTech Acquisition Corp,PTACU,74349F200,11/26/2019,True,"('PROSPECT ACQUISITION CORP', 92)"
80,80,LIV Capital Acquisition Corp,LIVKU,G5510C124,12/13/2019,True,"('CAPITOL ACQUISITION CORP', 88)"
81,81,CIIG Merger Corp,CIICU,12559C202,12/17/2019,True,"('PROVIDIAN FINANCIAL CORP', 86)"
82,82,Healthcare Merger Corp,HCCOU,42227L201,12/17/2019,True,"('GENZYME CORP', 86)"
83,83,CITIC Capital Acquisition Corp,CCAC.,G21513125,2/10/2020,True,"('GLADSTONE LAND CORP', 86)"
84,84,Greenrose Acq Corp,GNRSU,395392202,2/13/2020,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
85,85,Churchill Capital Corp III,CCXX.,17144C203,2/19/2020,True,"('CHURCHILL CAPITAL CORP', 95)"
86,86,Dmy Tech Grp Inc,DMYT,233253202,2/20/2020,True,"('MARATHON DIGITAL HOLDNGS INC', 86)"
87,87,Flying Eagle Acq Corp,FEAC.,34407Y202,3/5/2020,True,"('GENZYME CORP', 86)"
88,88,Lifesci Acq Corp,LSACU,53228P208,3/10/2020,True,"('PROVIDIAN FINANCIAL CORP', 86)"
89,89,DFP Healthcare Acqs Corp,DFPHU,23343Q209,3/13/2020,True,"('GENZYME CORP', 86)"
90,90,Fortress Value Acquisition,FVAC,34962V205,5/4/2020,True,"('RETAIL VALUE INC', 86)"
91,91,Collective Growth Corp,CGROU,19424L200,5/5/2020,True,"('GENZYME CORP', 86)"
92,92,Roth CH Acquisition I Co,ROCHU,778675207,5/7/2020,True,"('BOISE CASCADE CO', 86)"
93,93,Live Oak Acquisition Corp,LOAK.,53804F202,5/8/2020,True,"('GENZYME CORP', 86)"
94,94,Gigcapital3 Inc,GIK.U,37519D206,5/15/2020,True,"('GIGCAPITAL INC', 97)"
95,95,Novus Capital Corp,NOVSU,67012U207,5/19/2020,True,"('OFS CAPITAL CORP', 88)"
96,96,B Riley Principal Merger II,BMRG,05600U205,5/22/2020,True,"('KBL MERGER CORP IV', 86)"
97,97,Longview Acquisition Corp,LGVW,543195200,5/26/2020,True,"('GENZYME CORP', 86)"
98,98,Foley Trasimene Acquisition,WPF.U,34431F203,5/29/2020,True,"('LEGACY ACQUISITION', 86)"
99,99,Mtn Crest Acq Corp,MCACU,62401M205,6/9/2020,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
100,100,Hudson Executive Invest Corp,HECCU,443761200,6/11/2020,True,"('GENZYME CORP', 86)"
101,101,Trebia Acquisition Corp,TREB.,G9027T125,6/19/2020,True,"('TRIAN ACQUISITION I CORP', 89)"
102,102,Brilliant Acq Corp,BRLIU,G1643W103,6/26/2020,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
103,103,Fusion Acquisition Corp,FUSE.,36118H204,6/30/2020,True,"('GENZYME CORP', 86)"
104,104,Kensington Capital Acq Corp,KCAC.,490073202,6/30/2020,True,"('GENZYME CORP', 86)"
105,105,Panacea Acquisition Corp,PANA,698102209,7/1/2020,True,"('GENZYME CORP', 86)"
106,106,Capstar Special Purpose,CPSR.,14070Y200,7/7/2020,True,"('STARZ', 72)"
107,107,PTK Acquisition Corp,PTK.U,69375F207,7/15/2020,True,"('BPW ACQUISITION CORP', 90)"
108,108,Artius Acq Inc,AACQU,04316G204,7/16/2020,True,"('MARATHON DIGITAL HOLDNGS INC', 86)"
109,109,HPX Corp,HPX.U,G32219118,7/15/2020,True,"('RPX CORP', 88)"
110,110,Deerfield Healthcare Tech,DFHTU,244413209,7/21/2020,True,"('JIANPU TECH -ADR', 86)"
111,111,Pershing Sq Tontine Hldg Ltd,PSTH,71531R208,7/24/2020,True,"('VOLITIONRX LTD', 86)"
112,112,Property Solutions Acq Corp,PSACU,74348Q207,7/24/2020,True,"('GENZYME CORP', 86)"
113,113,East Resources Acquisition Co,ERESU,274681204,7/27/2020,True,"('WHITEWAVE FOODS CO', 86)"
114,114,Greencity Acquisition Corp,GRCYU,G4086B115,7/23/2020,True,"('GENZYME CORP', 86)"
115,115,Churchill Capital Corp IV,CCIV,171439201,7/30/2020,True,"('CHURCHILL CAPITAL CORP', 95)"
116,116,CC Neuberger Principal Hldg,PRPB,G3166T129,7/31/2020,True,"('ALIBABA GROUP HLDG', 86)"
117,117,E.Merge Tech Acq Corp,ETACU,26873Y203,7/30/2020,True,"('GENZYME CORP', 86)"
118,118,Newhold Investment Corp,NHICU,651448201,7/30/2020,True,"('GENZYME CORP', 86)"
119,119,Yucaipa Acquisition Corp,YAC.U,G9879L121,8/6/2020,True,"('GENZYME CORP', 86)"
120,120,BowX Acquisition Corp,BOWXU,103085205,8/7/2020,True,"('BPW ACQUISITION CORP', 93)"
121,121,Holicity Inc,HOLUU,435063201,8/7/2020,True,"('MARATHON DIGITAL HOLDNGS INC', 86)"
122,122,GO Acquisition Corp,GOAC,362019200,8/4/2020,True,"('ROI ACQUISITION CORP', 92)"
123,123,Gores Holdings V Inc,GRSVU,382864205,8/5/2020,True,"('GORES HOLDINGS II INC', 93)"
124,124,Vistas Media Acq Co Inc,VMACU,92840T206,8/7/2020,True,"('QUALYS INC', 86)"
125,125,Fortress Value Acq Corp II,FAII.,349642207,8/11/2020,True,"('GENZYME CORP', 86)"
126,126,Redball Acquisition Corp,RBAC,G7417R121,8/12/2020,True,"('GENZYME CORP', 86)"
127,127,Lionheart Acquisition Corp II,LCAPU,53625R203,8/13/2020,True,"('GLADSTONE LAND CORP', 86)"
128,128,dMY Technology Group II Inc,DMYD,233277201,8/14/2020,True,"('SHUTTERSTOCK INC', 86)"
129,129,Northern Genesis Acq Corp,NGA U,66516T203,8/17/2020,True,"('GENZYME CORP', 86)"
130,130,Star Peak Energy Transition,STPK,855185203,8/17/2020,True,"('TALOS ENERGY INC', 86)"
131,131,Foley Trasimene Acq Corp II,BFT.U,344328208,8/18/2020,True,"('GENZYME CORP', 86)"
132,132,Forum Merger III Corp,FIIIU,349885202,8/18/2020,True,"('FORUM MERGER II CORP', 98)"
133,133,FAST Acquisition Corp,FST.U,311875207,8/20/2020,True,"('BGS ACQUISITION CORP', 88)"
134,134,Burgundy Tech Acq Corp,BTAQU,G1702T132,8/26/2020,True,"('GENZYME CORP', 86)"
135,135,CF Finance Acquisition Corp II,CFIIU,15725Q203,8/27/2020,True,"('GLADSTONE LAND CORP', 86)"
136,136,CM Life Sciences Inc,CMLFU,18978W208,9/1/2020,True,"('ENDRA LIFE SCIENCES INC', 87)"
137,137,INSU Acquisition Corp II,INAQU,457821304,9/2/2020,True,"('ROI ACQUISITION CORP II', 89)"
138,138,HighCape Capital Acq Corp,CAPAU,42984L204,9/3/2020,True,"('GENZYME CORP', 86)"
139,139,Tailwind Acquisition Corp,TWND,87403Q201,9/3/2020,True,"('GENZYME CORP', 86)"
140,140,Cohn Robbins Holdings Corp,CRHC,G23726121,9/8/2020,True,"('NMI HOLDINGS INC', 86)"
141,141,Industrial Tech Acquisitions,ITACU,456357201,9/8/2020,True,"('SORRENTO TECH INC', 86)"
142,142,NavSight Holdings Inc,NSH U,639358209,9/9/2020,True,"('QUALYS INC', 86)"
143,143,Prime Impact Acquisition I,PIAI,G61074111,9/10/2020,True,"('I-TRAX INC', 86)"
144,144,Starboard Value Acq Corp,SVACU,85521J208,9/10/2020,True,"('GENZYME CORP', 86)"
145,145,Broadstone Acquisition,BSN.U,G1739V118,9/11/2020,True,"('ALBERTON ACQUISITION', 81)"
146,146,"Ribbit LEAP, Ltd",LEAP,G7552B121,9/11/2020,True,"('METHES ENERGIES INTL LTD', 86)"
147,147,TWC Tech Holdings II Corp,TWCTU,90117G204,9/10/2020,True,"('NMI HOLDINGS INC', 86)"
148,148,Sandbridge Acquisition Corp,SBG U,799793203,9/15/2020,True,"('GENZYME CORP', 86)"
149,149,Equity Distribution Acq Corp,EQD U,2.95E+209,9/16/2020,True,"('GENZYME CORP', 86)"
150,150,Executive Network Partnering,ENPC,30158L209,9/16/2020,True,"('DISH NETWORK CORP', 86)"
151,151,ACON S2 Acquisition Corp,STWOU,G00748122,9/17/2020,True,"('GENZYME CORP', 86)"
152,152,Oaktree Acquisition Corp II,OACB,G6715X129,9/16/2020,True,"('GENZYME CORP', 86)"
153,153,Alpha Healthcare Acq Corp,AHACU,20751202,9/17/2020,True,"('GENZYME CORP', 86)"
154,154,North Mountain Merger Corp,NMMCU,661204206,9/18/2020,True,"('GENZYME CORP', 86)"
155,155,Falcon Capital Acq Corp,FCACU,30606L207,9/21/2020,True,"('GENZYME CORP', 86)"
156,156,PMV Consumer Acquisition Corp,PMVC,693486201,9/21/2020,True,"('GLADSTONE LAND CORP', 86)"
157,157,Fintech Acquisition Corp IV,FTIVU,31810N302,9/24/2020,True,"('FINTECH ACQUISITION CORP', 95)"
158,158,Climate Change Crisis Real,CLII,18716C209,9/29/2020,True,"('REALD INC', 61)"
159,159,FG New America Acq Corp,FGNA.,30259V205,9/29/2020,True,"('GENZYME CORP', 86)"
160,160,Vesper Healthcare Acq Corp,VSPRU,92538T203,9/29/2020,True,"('GENZYME CORP', 86)"
161,161,AEA-Bridges Impact Corp,IMPX.,G01046120,10/1/2020,True,"('GENZYME CORP', 86)"
162,162,Ig Acquisition Corp,IGACU,449534205,9/30/2020,True,"('ROI ACQUISITION CORP', 92)"
163,163,Recharge Acquisition Corp,RCHGU,756229209,9/30/2020,True,"('CHART ACQUISITION CORP', 89)"
164,164,Apollo Strategic Growth,APSG,G0411R122,10/1/2020,True,"('STRATEGIC HOTELS & RESORTS', 65)"
165,165,Atlantic Avenue Acquisition,ASAQ.,04906P200,10/1/2020,True,"('LEGACY ACQUISITION', 86)"
166,166,Avanti Acq Corp,AVAN,G0682V117,10/1/2020,True,"('PROVIDIAN FINANCIAL CORP', 86)"
167,167,Sports Ent Acq Corp,SEAH.,84918M205,10/2/2020,True,"('GENZYME CORP', 86)"
168,168,Vy Global Growth,VYGG,G9444H126,10/2/2020,True,"('PGIM GLOBAL HI YIELD FND INC', 86)"
169,169,Firstmark Horizon Acq Corp,FMAC.,33765Y200,10/5/2020,True,"('GENZYME CORP', 86)"
170,170,Empower Ltd,EMPW,G3R39W128,10/7/2020,True,"('METHES ENERGIES INTL LTD', 86)"
171,171,Montes Archimedes Acquisition,MAACU,612657205,10/7/2020,True,"('LEGACY ACQUISITION', 86)"
172,172,NextGen Acquisition Corp,NGACU,G65305115,10/6/2020,True,"('GENZYME CORP', 86)"
173,173,Petra Acquisition Inc,PAICU,716421201,10/8/2020,True,"('QUALYS INC', 86)"
174,174,Landcadia Holdings III Inc,LCYAU,51476H209,10/8/2020,True,"('LANDCADIA HOLDINGS INC', 95)"
175,175,Motion Acquisition Corp,MOTNU,61980M206,10/15/2020,True,"('ROI ACQUISITION CORP', 88)"
176,176,Spartacus Acq Corp,TMTSU,84677L208,10/15/2020,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
177,177,Bridgetown Holdings Ltd,BTWNU,G1355U105,10/16/2020,True,"('VOLITIONRX LTD', 86)"
178,178,Turmeric Acquisition Corp,TMPMU,G9127T116,10/15/2020,True,"('PURE ACQUISITION CORP', 87)"
179,179,Decarbonization Plus Acq Corp,DCRBU,242797207,10/19/2020,True,"('GLADSTONE LAND CORP', 86)"
180,180,Good Works Acquisition Corp,GWACU,38216X206,10/20/2020,True,"('GENZYME CORP', 86)"
181,181,Horizon Acquisition Corp II,HZON.,G46044122,10/19/2020,True,"('ROI ACQUISITION CORP II', 88)"
182,182,DPCM Capital Inc,XPOA.,23344P200,10/21/2020,True,"('MARATHON DIGITAL HOLDNGS INC', 86)"
183,183,HIG Acquisition Corp,HIGA.,G44898115,10/20/2020,True,"('ROI ACQUISITION CORP', 90)"
184,184,Lefteris Acquisition Corp,LFTRU,52470X208,10/20/2020,True,"('ENTERPRISE ACQUISITION CORP', 88)"
185,185,Supernova Partners Acq Co Inc,SPNV.,86846V207,10/20/2020,True,"('SHUTTERSTOCK INC', 86)"
186,186,Rice Acquisition Corp,RICE,762594208,10/21/2020,True,"('ROI ACQUISITION CORP', 93)"
187,187,Tekkorp Digital Acquisition,TEKKU,G8739H122,10/21/2020,True,"('KORNIT DIGITAL LTD', 86)"
188,188,Yellowstone Acquisition Co,YSACU,98566K204,10/21/2020,True,"('BOISE CASCADE CO', 86)"
189,189,Altimar Acquisition Corp,ATAC,G03707125,10/22/2020,True,"('AXAR ACQUISITION CORP', 89)"
190,190,Eucrates Biomedical Acquisitio,EUCRU,G3141W114,10/23/2020,True,"('IOMED INC', 70)"
191,191,Lux Health Tech Acq Corp,LUXAU,55068A209,10/26/2020,True,"('GENZYME CORP', 86)"
192,192,Atlas Crest Investment Corp,ACICU,49284201,10/27/2020,True,"('GENZYME CORP', 86)"
193,193,Bluescape Opportunities Acq,BOAC.,G1195N121,10/27/2020,True,"('KAYNE ANDRSN ACQ C', 86)"
194,194,Mallard Acquisition Corp,MACUU,561204207,10/27/2020,True,"('AXAR ACQUISITION CORP', 89)"
195,195,Duddell St Acq Corp,DSACU,G28553124,10/28/2020,True,"('GENZYME CORP', 86)"
196,196,CONX Corp.,CONXU,212873202,10/29/2020,True,"('PROVIDIAN FINANCIAL CORP', 86)"
197,197,New Beginnings Acq Corp,NBA.U,64222H209,10/29/2020,True,"('GENZYME CORP', 86)"
198,198,Roman DBDR Tech Acq Corp,DBDRU,77584N200,11/6/2020,True,"('GENZYME CORP', 86)"
199,199,TS Innovation Acqs Corp,TSIAU,87284T209,11/9/2020,True,"('GENZYME CORP', 86)"
200,200,Natural Order Acquisition Corp,NOACU,63889L206,11/10/2020,True,"('GLADSTONE LAND CORP', 86)"
201,201,Northern Star Acquisition Corp,STIC.,665742201,11/10/2020,True,"('GLADSTONE LAND CORP', 86)"
202,202,Better World Acquisition Corp,BWACU,08772B203,11/12/2020,True,"('GLADSTONE LAND CORP', 86)"
203,203,CF Finance Acq Corp III,CFACU,12529D207,11/12/2020,True,"('GENZYME CORP', 86)"
204,204,Health Assurance Acquisition,HAACU,42226W208,11/12/2020,True,"('ADEPTUS HEALTH INC', 86)"
205,205,OTR Acquisition Corp,OTRAU,67113Q204,11/17/2020,True,"('ROI ACQUISITION CORP', 90)"
206,206,Pine Island Acq Corp,PIPP,722615200,11/16/2020,True,"('GENZYME CORP', 86)"
207,207,Zanite Acquisition Corp,ZNTEU,98907K202,11/16/2020,True,"('GENZYME CORP', 86)"
208,208,Population Health Invest Co,PHICU,G71716123,11/18/2020,True,"('WHITEWAVE FOODS CO', 86)"
209,209,Investindustrial Acq Corp,IIAC,G4771L121,11/18/2020,True,"('GENZYME CORP', 86)"
210,210,L&F Acquisition Corp,LNFA,G53702125,11/18/2020,True,"('GHL ACQUISITION CORP', 90)"
211,211,Aequi Acquisition Corp,ARBGU,00775W201,11/19/2020,True,"('AMCI ACQUISITION CORP', 88)"
212,212,Cascade Acquisition Corp,CASU,147151203,11/19/2020,True,"('GENZYME CORP', 86)"
213,213,Kingswood Acquisition Corp,KWAC.,496861204,11/19/2020,True,"('GENZYME CORP', 86)"
214,214,Omnichannel Acquisition Corp,OCA U,68218L207,11/20/2020,True,"('GENZYME CORP', 86)"
215,215,Breeze Hldg Acq Corp,BREZU,106762206,11/23/2020,True,"('GENZYME CORP', 86)"
216,216,10X Capital Venture Acq Corp,VCVCU,88025V206,11/24/2020,True,"('GENZYME CORP', 86)"
217,217,Tiga Acquisition Corp,TINV,G88672129,11/23/2020,True,"('TRIAN ACQUISITION I CORP', 89)"
218,218,Forest Road Acquisition Corp,FRX.U,34619R201,11/24/2020,True,"('GENZYME CORP', 86)"
219,219,Spartan Acquisition Corp II,SPRQ,846775203,11/24/2020,True,"('GENZYME CORP', 86)"
220,220,Seaport Global Acquisition,SGAMU,812227205,11/30/2020,True,"('NV5 GLOBAL INC', 86)"
221,221,Capitol Investment Corp V,CAP.U,14064F209,12/2/2020,True,"('CAPITOL INVSTMNT CRP IV', 92)"
222,222,Rodgers Silicon Valley Acq,RSVAU,774873202,12/2/2020,True,"('MOSAIC ACQ CORP', 86)"
223,223,Trepont Acquisition Corp I,TACA.,G9095M119,12/1/2020,True,"('GENZYME CORP', 86)"
224,224,Far Peak Acquisition Corp,FPAC.,G3312L129,12/2/2020,True,"('GENZYME CORP', 86)"
225,225,Highland Transcend Partners I,HTPA.,G44690116,12/2/2020,True,"('OCI PARTNERS LP', 86)"
226,226,Live Oak Acquisition Corp II,LOKB.,53804W205,12/2/2020,True,"('GENZYME CORP', 86)"
227,227,Fintech Acq Corp V,FTCVU,31810Q305,12/3/2020,True,"('INFINITY CROSS BORDER ACQ CP', 86)"
228,228,PropTech Invest Corp II,PTICU,743497208,12/3/2020,True,"('GENZYME CORP', 86)"
229,229,Concord Acquisition Corp,CND.U,206071201,12/7/2020,True,"('GENZYME CORP', 86)"
230,230,DD3 Acquisition Corp II,DDMXU,23318M209,10/16/2018,True,"('ROI ACQUISITION CORP II', 87)"
231,231,Mudrick Capital Acq Corp II,MUDSU,62477L206,2/12/2018,True,"('GENZYME CORP', 86)"
232,232,Revolution Acceleration Acq,RAACU,76156P205,12/7/2020,True,"('KAYNE ANDRSN ACQ C', 86)"
233,233,Altitude Acquisition Corp,ALTUU,02156Y202,12/8/2020,True,"('GENZYME CORP', 86)"
234,234,Frazier Lifesciences,FLACU,G3710A121,12/9/2020,True,"('KEZAR LIFE SCIENCES', 77)"
235,235,HumanCo Acquisition Corp,HMCOU,44487N208,12/8/2020,True,"('GENZYME CORP', 86)"
236,236,Nebula Caravel Acq Corp,NEBCU,629070202,12/8/2020,True,"('GENZYME CORP', 86)"
237,237,Carney Tech Acq Corp II,CTAQU,143636207,12/9/2020,True,"('GENZYME CORP', 86)"
238,238,Periphas Capital Partnering Co,PCPCU,713895209,12/9/2020,True,"('WHITEWAVE FOODS CO', 86)"
239,239,RMG Acquisition Corp II,RMGBU,G76083115,12/10/2020,True,"('ROI ACQUISITION CORP II', 91)"
240,240,CBRE Acquisition Holdings Inc,CBAHU,12510J205,12/11/2020,True,"('SP ACQUISITION HOLDINGS INC', 89)"
241,241,Delwinds Ins Acq Corp,DWIN.,24803C201,12/10/2020,True,"('GENZYME CORP', 86)"
242,242,EdtechX Hldg Acq Corp II,EDTXU,28139A201,10/10/2018,True,"('GENZYME CORP', 86)"
243,243,Globis Acquisition Corp,GLAQU,379582208,12/10/2020,True,"('ROI ACQUISITION CORP', 88)"
244,244,Gores Holdings VI Inc,GHVIU,38286R204,12/10/2020,True,"('GORES HOLDINGS II INC', 95)"
245,245,Motive Capital Corp,MOTV.,G6293A129,12/10/2020,True,"('GENZYME CORP', 86)"
246,246,Roth Ch Acquisition II Co,ROCC,778673202,12/10/2020,True,"('BOISE CASCADE CO', 86)"
