,offer date,IPO name,ticker,CUSIP,Rollup,VC,Dual,Internet,Post-issue shares,CRSP perm,Founding,Unnamed: 11,Unnamed: 12,Unnamed: 13,formatted offer date
13464,2019-05-10,Diamond Eagle Acq Corp,DEACU,25258L208,0,0,1,0,43750000,18835,2019,,,,05/10/2019
13465,2019-05-10,Health Sciences Acqs,HSACU,42227C201,0,0,1,0,12500000,18776,2019,,,,05/10/2019
13466,2019-05-10,Jiayin Grp Inc,JFIN,47737C104,.,0,1,1,214000000,18660,2011,,,,05/10/2019
13467,2019-05-10,Sonim Technologies Inc,SONM,83548F101,0,2,0,0,.,18670,1999,,,,05/10/2019
13468,2019-05-10,Uber Technologies Inc,UBER,90353T100,0,1,0,1,.,18576,2009,,,,05/10/2019
13469,2019-05-14,AGBA Acq Ltd,AGBA,G0120M133,0,0,1,0,5210000,18830,2018,,,,05/14/2019
13470,2019-05-14,Applied Therapeutics Inc,APLT,03828A101,0,1,0,0,.,18644,2016,,,,05/14/2019
13471,2019-05-15,Postal Realty Trust Inc,PSTL,73757R102,0,0,1,0,6760612,18715,2018,,,,05/15/2019
13472,2019-05-17,Avantor Inc,AVTR,05352A100,0,0,0,0,.,18579,1904,,,,05/17/2019
13473,2019-05-17,Fastly Inc,FSLY,31188V100,0,1,1,1,90688554,18580,2011,,,,05/17/2019
13474,2019-05-17,Luckin Coffee Inc,LK,54951L109,0,2,1,0,1883020912,18662,2017,,,,05/17/2019
13475,2019-05-21,GX Acq Corp,GXGXU,36251A206,0,0,1,0,31250000,18840,2008,,,,05/21/2019
13476,2019-05-23,Bicycle Therapeutics Ltd,BCYC,88786108,0,1,1,0,17696417,18647,2009,,,,05/23/2019
13477,2019-05-23,Ideaya Biosciences Inc,IDYA,45166A102,0,1,0,0,.,18656,2015,,,,05/23/2019
13478,2019-05-23,Rattler Midstream Partners LP,RTLR,75419T103,0,0,1,0,151515152,18669,2007,,,,05/23/2019
13479,2019-05-30,Proficient Alpha Acq Corp.,PAACU,74317H204,0,0,1,0,12580000,19670,2018,,,,05/30/2019
13480,2019-06-06,GigCapital2,GIX.U,375036209,0,0,1,0,19492500,18802,2019,,,,06/06/2019
13481,2019-06-06,Gsx Techedu Inc,GSX,36257Y109,.,0,1,0,156650000,18743,2014,,,,06/06/2019
13482,2019-06-07,Haymaker Acquisition Corp II,HYACU,42087L200,0,0,1,0,43750000,18844,2019,,,,06/07/2019
13483,2019-06-07,Revolve Group LLC,RVLV,76156B107,0,0,1,0,68429229,18725,2003,,,,06/07/2019
13484,2019-06-12,Crowdstrike Holdings Inc,CRWD,22788C105,0,1,1,1,199388971,18726,2011,,,,06/12/2019
13485,2019-06-12,Mohawk Group Holdings Inc,MWK,608189106,0,0,0,0,.,18780,2014,,,,06/12/2019
13486,2019-06-13,Fiverr International Ltd,FVRR,M4R82T106,0,1,0,1,.,18768,2010,,,,06/13/2019
13487,2019-06-14,Chewy Inc,CHWY,16679L109,0,0,1,0,398600000,18727,2011,,,,06/14/2019
13488,2019-06-19,Stoke Therapeutics Inc,STOK,86150R107,0,1,0,0,.,18785,2014,,,,06/19/2019
13489,2019-06-20,Akero Therapeutics Inc,AKRO,00973Y108,0,1,0,0,.,18772,2017,,,,06/20/2019
13490,2019-06-20,Atreca Inc,BCEL,04965G109,0,1,1,0,26784452,18774,2010,,,,06/20/2019
13491,2019-06-20,Grocery Outlet Holding Corp,GO,39874R101,0,0,0,0,.,18735,1946,,,,06/20/2019
13492,2019-06-20,Personalis Inc,PSNL,71535D106,0,1,0,0,.,18783,2011,,,,06/20/2019
13493,2019-06-20,Prevail Therapeutics Inc,PRVL,74140Y101,0,1,0,0,.,18782,2017,,,,06/20/2019
13494,2019-06-20,Slack,WORK,83088V102,.,1,1,0,525337000,18734,2009,,,,06/20/2019
13495,2019-06-20,South Mountain Merger Corp,SMMCU,838884203,0,0,1,0,28125000,18852,2019,,,,06/20/2019
13496,2019-06-26,BlackRock Science and Tech II,BSTZ,09260K101,0,0,0,0,.,18739,2019,,,,06/26/2019
13497,2019-06-26,Cambium Networks Corp,CMBM,G17766109,0,0,0,1,.,18775,2002,,,,06/26/2019
13498,2019-06-27,Adaptive Biotechnologies Corp,ADPT,00650F109,0,1,0,0,.,18769,2009,,,,06/27/2019
13499,2019-06-27,BridgeBio Pharma Inc,BBIO,10806X102,0,1,0,0,.,18770,2015,,,,06/27/2019
13500,2019-06-27,Change Healthcare Inc,CHNG,15912K100,0,0,1,1,294326988,18771,2005,,,,06/27/2019
13501,2019-06-27,Churchill Capital Corp II,CCXU,17143G205,0,0,1,0,75000000,18794,2019,,,,06/27/2019
13502,2019-06-27,Morphic Holding Inc,MORF,61775R105,0,1,0,0,.,18779,2014,,,,06/27/2019
13503,2019-06-28,Karuna Therapeutics Inc,KRTX,48576A100,0,1,0,0,.,18777,2009,,,,06/28/2019
13504,2019-06-28,The Realreal Inc,REAL,88339P101,0,1,0,1,.,18784,2011,,,,06/28/2019
13505,2019-07-12,Pivotal Investment Corp II,PICU,72582K209,0,0,1,0,25000000,18936,2019,,,,07/12/2019
13506,2019-07-12,SC Health Corp,SCH.U,G7851620,0,0,1,0,20000000,18939,2018,,,,07/12/2019
13507,2019-07-12,Tuscan Holdings Corp II,THCAU,90070A202,0,0,1,0,19152500,18853,2019,,,,07/12/2019
13508,2019-07-17,Douyu International Holdings,DOYU,25985W105,.,1,1,0,32462368,18836,2014,,,,07/17/2019
13509,2019-07-18,AssetMark Finl Hldg Inc,AMK,04546L106,0,0,0,0,.,18786,1996,,,,07/18/2019
13510,2019-07-18,Conyers Pk II Acq Corp,CPAA.,212894208,0,0,1,0,50000000,18953,2019,,,,07/18/2019
13511,2019-07-18,Fulcrum Therapeutics Inc,FULC,359616109,0,1,0,0,.,18838,2015,,,,07/18/2019
13512,2019-07-18,Mirum Pharmaceuticals Inc,MIRM,604749101,0,1,0,0,.,18846,2018,,,,07/18/2019
13513,2019-07-18,Oaktree Acquisition Corp,OAC.U,G67145121,0,0,1,0,21875000,18938,2019,,,,07/18/2019
13514,2019-07-18,Owl Rock Capital Corp,ORCC,69121K104,0,0,0,0,.,18807,2015,,,,07/18/2019
13515,2019-07-18,Phreesia Inc,PHR,71944F106,0,1,0,0,.,18808,2005,,,,07/18/2019
13516,2019-07-19,Afya Ltd,AFYA,G01125106,0,0,1,0,29753059,18829,1999,,,,07/19/2019
13517,2019-07-19,Medallia Inc,MDLA,584021109,0,1,0,0,.,18787,2000,,,,07/19/2019
13518,2019-07-24,Eagle Point Income Co Inc,EIC,269817102,0,0,0,0,.,18798,2018,,,,07/24/2019
13519,2019-07-25,Castle Biosciences Inc,CSTL,14843C105,0,1,0,0,.,18832,2007,,,,07/25/2019
13520,2019-07-25,Fellazo Inc,FLLCU,G3362K104,0,0,1,0,6514500,19007,2018,,,,07/25/2019
13521,2019-07-25,Health Catalyst Inc,HCAT,42225T107,0,1,0,1,.,18789,2008,,,,07/25/2019
13522,2019-07-25,Livongo Health Inc,LVGO,539183103,0,1,0,0,.,18790,2008,,,,07/25/2019
13523,2019-07-25,ProSight Global Inc,PROS,74349J103,0,0,0,0,.,18810,2009,,,,07/25/2019
13524,2019-07-25,Sunnova Energy Intl Inc,NOVA,86745K104,0,1,0,0,.,18815,2012,,,,07/25/2019
13525,2019-07-25,Switchback Energy Acq Corp,SBE.U,87105M201,0,0,1,0,37500000,18937,2019,,,,07/25/2019
13526,2019-07-26,Blue Hat Interactive,BHAT,G1329V106,.,0,0,0,.,18831,2018,,,,07/26/2019
13527,2019-07-26,Wanda Sports Group Co Ltd,WSG,93368R101,.,0,1,0,205031173,18854,2015,,,,07/26/2019
13528,2019-07-31,Netfin Acquisition Corp,NFINU,G6455A123,0,0,1,0,28115000,18900,2019,,,,07/31/2019
13529,2019-08-01,Dynatrace Inc,DT,268150109,0,0,0,1,.,18886,2005,,,,08/01/2019
13530,2019-08-01,Kura Sushi USA Inc,KRUS,501270102,0,0,1,0,7900050,18898,2008,,,,08/01/2019
13531,2019-08-01,Sundial Growers Inc,SNDL,86730L109,0,0,0,0,.,18902,2006,,,,08/01/2019
13532,2019-08-02,Orisun Acquisition Corp,ORSNU,68632T208,0,0,1,0,5220000,19077,2018,,,,08/02/2019
13533,2019-08-05,AMTD International Inc,HKIB,00180G106,.,0,1,0,230663205,18887,2003,,,,08/05/2019
13534,2019-08-08,InMode Ltd,INMD,M5425M103,0,1,0,0,.,18896,2008,,,,08/08/2019
13535,2019-08-08,Silver Spike Acq Corp.,SSPKU,G8136L122,0,0,1,0,31250000,19025,2019,,,,08/08/2019
13536,2019-08-09,Thunder Bridge Acq II Ltd,THBRU,G8857S124,0,0,1,0,37500000,19029,2019,,,,08/09/2019
13537,2019-08-15,9F Inc,JFG,65442R109,.,0,1,1,193856000,18897,2006,,,,08/15/2019
13538,2019-08-15,Crossfirst Bankshares Inc,CFB,22766M109,0,0,0,0,.,18895,2007,,,,08/15/2019
13539,2019-09-11,New Providence Acquisition,NPAUU,64822P205,0,0,1,0,25000000,19076,2019,,,,09/11/2019
13540,2019-09-12,10X Genomics Inc,TXG,88025U109,0,1,1,0,93849660,18908,2012,,,,09/12/2019
13541,2019-09-12,SmileDirectClub Inc,SDC,83192H106,0,2,1,0,384862951,18907,2014,,,,09/12/2019
13542,2019-09-13,Cloudflare Inc,NET,18915M107,0,1,1,1,293343687,18909,2009,,,,09/13/2019
13543,2019-09-13,Experience Investment Corp,EXPCU,30217C208,0,0,1,0,31250000,19071,2019,,,,09/13/2019
13544,2019-09-13,Satsuma Pharmaceuticals Inc,STSA,859319303,0,1,0,0,.,18960,2016,,,,09/13/2019
13545,2019-09-13,Springworks Therapeutics Inc,SWTX,85205L107,0,1,0,0,.,18961,2017,,,,09/13/2019
13546,2019-09-17,Apex Technology Acquisition,APXTU,03768F201,0,0,1,0,38935000,19064,2019,,,,09/17/2019
13547,2019-09-18,Envista Hldg Corp,NVST,29415F104,0,0,0,0,.,18910,1894,,,,09/18/2019
13548,2019-09-18,IGM Biosciences Inc,IGMS,449585108,0,1,0,0,.,18955,1993,,,,09/18/2019
13549,2019-09-19,Datadog Inc,DDOG,23804L103,0,1,1,1,289834665,18911,2010,,,,09/19/2019
13550,2019-09-19,Exagen Inc,XGN,30068X103,0,1,0,0,.,18963,2002,,,,09/19/2019
13551,2019-09-19,Ping Identity Holding Corp,PING,72341T103,0,0,0,0,.,18912,2002,,,,09/19/2019
13552,2019-09-26,Oportun Financial Corp,OPRT,68376D104,0,1,0,1,.,18958,2005,,,,09/26/2019
13553,2019-09-26,Peloton Interactive Inc,PTON,70614W100,0,2,1,0,279390508,18940,2012,,,,09/26/2019
13554,2019-10-03,Aprea Therapeutics Inc,APRE,03836J102,0,1,0,0,.,18997,2003,,,,10/03/2019
13555,2019-10-03,Frequency Therapeutics Inc,FREQ,35803L108,0,1,0,0,.,19008,2014,,,,10/03/2019
13556,2019-10-03,Viela Bio Inc,VIE,926613100,0,1,0,0,.,19031,2017,,,,10/03/2019
13557,2019-10-10,BioNTech SE,BNTX,09075V102,0,0,1,0,226262336,19001,2008,,,,10/10/2019
13558,2019-10-11,Hbt Financial Inc,HBT,404111106,0,0,0,0,.,19012,1920,,,,10/11/2019
13559,2019-10-11,Vir Biotechnology Inc,VIR,92764N102,0,1,0,0,.,19032,2016,,,,10/11/2019
13560,2019-10-17,BellRing Brands Inc,BRBR,079823100,0,0,1,0,34285715,18967,1986,,,,10/17/2019
13561,2019-10-18,Galileo Acq Corp,GLEO.,G3770A128,0,0,1,0,15150000,19061,2019,,,,10/18/2019
13562,2019-10-18,Union Acq Corp II,LATNU,G9402Q118,0,0,1,0,21875000,19138,2018,,,,10/18/2019
13563,2019-10-24,BRP Group Inc,BRP,05589G102,1,0,1,0,59588235,19002,2011,,,,10/24/2019
13564,2019-10-25,Aesthetic Medical,AIH,00809M104,.,1,1,0,70838671,18996,1997,,,,10/25/2019
13565,2019-10-25,Cabaletta Bio Inc,CABA,12674W109,0,1,0,0,.,19004,2017,,,,10/25/2019
13566,2019-10-25,Happiness Biotech Group Ltd,HAPP,G4289N106,.,0,0,0,.,19011,2004,,,,10/25/2019
13567,2019-10-25,Phathom Pharmaceuticals Inc,PHAT,71722W107,0,1,0,0,.,19017,2018,,,,10/25/2019
13568,2019-10-25,Progyny Inc,PGNY,74340E103,0,1,0,0,.,18968,2008,,,,10/25/2019
13569,2019-10-25,TFF Pharmaceuticals Inc,TFFP,87241J104,0,1,0,0,.,19026,2018,,,,10/25/2019
13570,2019-10-25,Youdao Inc,DAO,98741T104,.,0,1,0,22635396,18994,2006,,,,10/25/2019
13571,2019-10-29,AllianzGI Artificial Int Fund,AIO,01883M10,0,0,0,0,.,18969,2019,,,,10/29/2019
13572,2019-10-31,Oyster Point Pharma Inc,OYST,69242L106,0,1,0,0,.,19016,2015,,,,10/31/2019
13573,2019-10-31,RAPT Therapeutics Inc,RAPT,75382E109,0,1,0,0,.,19021,2015,,,,10/31/2019
13574,2019-11-01,Fangdd Network Group Ltd,DUO,30712L109,.,1,1,0,1810755761,19069,2011,,,,11/01/2019
13575,2019-11-01,Finserv Acq Corp,FSRVU,318085206,0,1,1,0,28165000,19135,2019,,,,11/01/2019
13576,2019-11-01,Osprey Tech Acq Corp,SFTW.,68839R401,0,1,1,0,34375000,19114,2018,,,,11/01/2019
13577,2019-11-05,Merida Merger Corp I,MCMJU,58953M205,0,0,1,0,15120000,19140,2019,,,,11/05/2019
13578,2019-11-05,Q&K Intl Grp Ltd,QK,74738J102,.,0,1,0,1423860850,19080,2012,,,,11/05/2019
13579,2019-11-06,LGL Systems Acquisition Corp,DFNSU,50201G205,0,0,1,0,18750000,19295,2019,,,,11/06/2019
13580,2019-11-07,Centogene BV,CNTG,N1976T109,0,1,0,0,.,19067,2006,,,,11/07/2019
13581,2019-11-07,Galera Therapeutics Inc,GRTX,36338D108,0,1,0,0,.,19072,2012,,,,11/07/2019
13582,2019-11-07,Silvergate Capital Corp,SI,82837P408,0,1,1,0,18661193,19058,1987,,,,11/07/2019
13583,2019-11-08,36kr Hldg Inc,KRKR,88429K103,.,1,1,0,937358520,19073,2010,,,,11/08/2019
13584,2019-11-08,CNS Pharmaceuticals Inc,CNSP,18978H102,0,0,0,0,.,19066,2017,,,,11/08/2019
13585,2019-11-08,Ecmoho Ltd,MOHO,27888P104,.,1,1,0,137517499,19075,2011,,,,11/08/2019
13586,2019-11-08,Juniper Industrial Hldg Inc,JIH U,48205G205,0,0,1,0,37500000,19106,2019,,,,11/08/2019
13587,2019-11-08,Stable Road Acquisition Corp,SRACU,85236Q208,0,0,1,0,19250000,19146,2019,,,,11/08/2019
13588,2019-11-08,TELA Bio Inc,TELA,872381108,0,1,0,0,.,19082,2012,,,,11/08/2019
13589,2019-11-11,89bio Inc,ETNB,282559103,0,1,0,0,.,19070,2018,,,,11/11/2019
13590,2019-11-13,YayYo Inc,YAYO,985294107,0,0,0,0,.,19083,2016,,,,11/13/2019
13591,2019-11-19,Greenvision Acq Corp.,GRNVU,39678G202,0,0,1,0,6250000,19136,2019,,,,11/19/2019
13592,2019-11-20,Amplitude Healthcare,AMHCU,03212A204,0,0,1,0,12500000,19180,2019,,,,11/20/2019
13593,2019-11-20,Software Acq Grp Inc,SAQNU,83406B200,0,0,1,0,16250000,19197,2019,,,,11/20/2019
13594,2019-11-21,Canaan Inc,CAN,134748102,.,0,1,0,2372222222,19065,2013,,,,11/21/2019
13595,2019-11-21,SiTime Corp,SITM,82982T106,0,0,0,0,.,19081,2003,,,,11/21/2019
13596,2019-11-22,Alpine Income Property Trust,PINE,02083X103,0,0,0,0,.,19037,2010,,,,11/22/2019
13597,2019-11-22,CHP Merger Corp,CHPMU,12558Y205,0,0,1,0,34375000,19186,2019,,,,11/22/2019
13598,2019-11-22,PropTech Acquisition Corp,PTACU,74349F200,0,0,1,0,18750000,19196,2019,,,,11/22/2019
13599,2019-11-26,Alussa Energy Acq Corp,ALUS.,G0232J127,0,0,1,0,31250000,19173,2019,,,,11/26/2019
13600,2019-11-26,Calamos Long/Short Equity Inc,CPZ,12812C106,0,0,0,0,.,19068,2017,,,,11/26/2019
13601,2019-12-05,LMP Automotive Holdings Inc,LMPX,53952P101,1,0,0,1,.,19139,2017,,,,12/05/2019
13602,2019-12-11,LIV Capital Acquisition Corp,LIVKU,G5510C124,0,0,1,0,8820000,19194,2000,,,,12/11/2019
13603,2019-12-11,XP Inc,XP,G98239109,0,1,1,1,551800326,19148,2001,,,,12/11/2019
13604,2019-12-12,Bill.com Holdings Inc,BILL,090043100,0,1,0,0,.,19084,2006,,,,12/12/2019
13605,2019-12-12,EHang Holdings Ltd,EH,26853E102,.,0,1,1,106076731,19134,2005,,,,12/12/2019
13606,2019-12-13,CIIG Merger Corp,CIICU,12559C202,0,0,1,0,28125000,19230,2019,,,,12/13/2019
13607,2019-12-13,Healthcare Merger Corp,HCCOU,42227L201,0,0,1,0,28140000,19189,2019,,,,12/13/2019
13608,2019-12-13,OneConnect Finl Tech Co Ltd,OCFT,68248T105,.,0,1,0,1097320664,19113,2015,,,,12/13/2019
13609,2019-12-13,Sprout Social Inc,SPT,85209W109,0,1,1,0,47884399,19145,2010,,,,12/13/2019
13610,2019-12-19,Indonesia Energy Corp Ltd,INDO,G4760X102,0,0,0,0,.,19128,2014,,,,12/19/2019
13611,2019-12-19,Monopar Therapeutics,MNPR,61023L108,0,0,0,0,.,19142,2014,,,,12/19/2019
13612,2019-12-30,Molecular Data,MKD,60852l106,.,1,1,0,345127024,19141,2013,,,,12/30/2019
13613,2020-01-17,I-MAB,IMAB,44975P103,0,0,1,0,131239439,19193,2014,,,,01/17/2020
13614,2020-01-17,Lizhi Inc,LIZI,53933L104,0,1,1,0,914661090,19195,2010,,,,01/17/2020
13615,2020-01-17,Phoenix Tree Holdings Ltd,DNK,719156101,0,0,1,0,1825796852,19168,2015,,,,01/17/2020
13616,2020-01-17,Velocity Financial LLC,VEL,92262D101,0,2,0,0,.,19172,2004,,,,01/17/2020
13617,2020-01-24,Gores Holdings IV Inc,GHIVU,382865103,0,0,1,0,50000000,19312,2019,,,,01/24/2020
13618,2020-01-24,SCVX Corp,SCVX.,G79448208,0,0,1,0,25000000,19301,2019,,,,01/24/2020
13619,2020-01-29,Annovis Bio Inc,ANVS,03615A108,0,0,0,0,.,19149,2008,,,,01/29/2020
13620,2020-01-29,BlackRock Health Sci Tr II,BMEZ,09260E105,0,0,0,0,.,19150,2019,,,,01/29/2020
13621,2020-01-30,Anpac Bio Med Science Co Ltd,ANPC,03635R107,0,0,1,0,11201360,19181,2010,,,,01/30/2020
13622,2020-01-30,Black Diamond Therapeutics Inc,BDTX,09203E105,0,1,0,0,.,19176,2014,,,,01/30/2020
13623,2020-01-31,1Life Healthcare Inc,ONEM,68269G107,0,1,0,0,.,19177,2002,,,,01/31/2020
13624,2020-01-31,Arcutis Biotherapeutics Inc,ARQT,03969K108,0,1,0,0,.,19184,2016,,,,01/31/2020
13625,2020-01-31,Reynolds Consumer Products Inc,REYN,76171L106,0,0,0,0,.,19178,1947,,,,01/31/2020
13626,2020-02-04,InterPrivate Acq Corp,IPV U,46064A103,0,0,1,0,27055000,19224,2019,,,,02/04/2020
13627,2020-02-06,Beam Therapeutics Inc,BEAM,07373V105,0,1,0,0,.,19228,2017,,,,02/06/2020
13628,2020-02-06,Casper Sleep Inc,CSPR,147626105,0,1,0,0,.,19202,2013,,,,02/06/2020
13629,2020-02-06,PPD Inc,PPD,69355F102,0,0,0,0,.,19199,1985,,,,02/06/2020
13630,2020-02-06,Schrodinger Inc,SDGR,80810D103,0,2,1,0,61447198,19200,1990,,,,02/06/2020
13631,2020-02-07,Nexpoint Real Est Inc,NREF,65342M101,0,0,0,0,.,.,2019,,,,02/07/2020
13632,2020-02-07,OneWater Marine Inc,ONEW,68280L101,1,2,1,0,13857990,19250,1997,,,,02/07/2020
13633,2020-02-11,CITIC Capital Acquisition Corp,CCAC.,G21513125,0,0,1,0,30000000,19347,2002,,,,02/11/2020
13634,2020-02-11,Greenrose Acq Corp,GNRSU,395392202,0,0,1,0,19050000,19399,2019,,,,02/11/2020
13635,2020-02-12,Huize Holding Ltd,HUIZ,44473E109,0,0,1,1,1038356593,19234,2006,,,,02/12/2020
13636,2020-02-13,Muscle Maker Inc,GRIL,627333107,0,0,0,0,.,19233,1995,,,,02/13/2020
13637,2020-02-13,Revolution Medicines Inc,RVMD,76155X100,0,1,0,0,.,19201,2014,,,,02/13/2020
13638,2020-02-13,Yunhong International,ZGYHU,G98882114,0,0,1,0,7792500,19355,2019,,,,02/13/2020
13639,2020-02-14,Churchill Capital Corp III,CCXX.,17144C203,0,0,1,0,125000000,.,2019,,,,02/14/2020
13640,2020-02-14,Newborn Acq Corp,NBACU,G6463T106,0,0,1,0,6500000,19352,2019,,,,02/14/2020
13641,2020-02-20,East Stone Acq Corp,ESSCU,G2911D124,0,0,1,0,15440000,19311,2018,,,,02/20/2020
13642,2020-02-21,Dmy Tech Grp Inc,DMYT,233253202,0,0,1,0,25000000,.,2019,,,,02/21/2020
13643,2020-02-24,Zhongchao Inc,ZCMD,G9897X107,0,0,1,0,19102420,19257,2019,,,,02/24/2020
13644,2020-02-26,DoubleLine Yield,DLY,25862D105,0,0,0,0,.,19208,2019,,,,02/26/2020
13645,2020-02-28,Passage Bio Inc,PASG,702712100,0,1,0,0,.,19251,2017,,,,02/28/2020
13646,2020-03-03,GFL Environmental Inc,GFL,36168Q104,1,2,1,0,326440755,19291,2007,,,,03/03/2020
13647,2020-03-06,Flying Eagle Acq Corp,FEAC.,34407Y202,0,0,1,0,75000000,.,2020,,,,03/06/2020
13648,2020-03-06,Lifesci Acq Corp,LSACU,53228P208,0,0,1,0,7500000,.,2018,,,,03/06/2020
13649,2020-03-11,DFP Healthcare Acqs Corp,DFPHU,23343Q209,0,0,1,0,25000000,19397,2019,,,,03/11/2020
13650,2020-03-12,Imara Inc,IMRA,45249V107,0,1,0,0,.,19313,2016,,,,03/12/2020
13651,2020-04-01,Wimi Hologram Cloud Inc,WIMI,97264L100,0,1,1,0,118111133,19354,2015,,,,04/01/2020
13652,2020-04-03,Zentalis Pharmaceuticals LLC,ZNTL,98943L107,0,1,0,0,.,19356,2014,,,,04/03/2020
13653,2020-04-08,Keros Therapeutics Inc,KROS,492327101,0,1,0,0,.,19349,2015,,,,04/08/2020
13654,2020-04-21,Social Capital Hedosophia III,IPOC.,G8251K123,0,0,1,0,90000000,19456,2011,,,,04/21/2020
13655,2020-04-24,CC Neuberger Principal Hldg I,PCPL,G1992Y106,0,0,1,0,50000000,19454,2015,,,,04/24/2020
13656,2020-04-24,Chardan Healthcare Acq 2 Corp,CHAQ,15957T107,0,0,1,0,10625000,19417,2018,,,,04/24/2020
13657,2020-04-24,Oric Pharmaceuticals Inc,ORIC,68622P109,0,1,0,0,.,19353,2014,,,,04/24/2020
13658,2020-04-28,Social Capital Hedosophia II,IPOB,G8250T117,0,0,1,0,45000000,.,2011,,,,04/28/2020
13659,2020-04-30,Fortress Value Acquisition,FVAC,34962V205,0,0,1,0,37500000,.,1998,,,,04/30/2020
13660,2020-05-01,Collective Growth Corp,CGROU,19424L200,0,0,1,0,19012500,19469,2019,,,,05/01/2020
13661,2020-05-01,Lyra Therapeutics Inc,LYRA,55234L105,0,1,0,0,.,19402,2005,,,,05/01/2020
13662,2020-05-05,Roth CH Acquisition I Co,ROCHU,778675207,0,0,1,0,9637500,19489,2019,,,,05/05/2020
13663,2020-05-06,Live Oak Acquisition Corp,LOAK.,53804F202,0,0,1,0,25000000,.,2019,,,,05/06/2020
13664,2020-05-06,Sustainable Opportunities,SOAC,G8598Y125,0,0,1,0,37500000,19459,2019,,,,05/06/2020
13665,2020-05-08,Ayala Pharmaceuticals Inc,AYLA,05465V108,0,1,0,0,.,19392,2017,,,,05/08/2020
13666,2020-05-08,China Liberal Education,CLEU,G2161Y109,0,0,0,0,.,19395,2011,,,,05/08/2020
13667,2020-05-08,Kingsoft Cloud Holdings Ltd,KC,49639K101,0,0,1,0,3078966493,19400,1988,,,,05/08/2020
13668,2020-05-14,Gigcapital3 Inc,GIK.U,37519D206,0,0,1,0,25893479,19521,2017,,,,05/14/2020
13669,2020-05-14,Jaws Acquisition Corp,JWS.U,G50744104,0,0,1,0,75000000,19539,2020,,,,05/14/2020
13670,2020-05-15,ADC Therapeutics SA,ADCT,H0036K147,0,0,0,0,.,19391,2000,,,,05/15/2020
13671,2020-05-15,Novus Capital Corp,NOVSU,67012U207,0,0,1,0,12650000,19480,2020,,,,05/15/2020
13672,2020-05-19,B Riley Principal Merger II,BMRG,05600U205,0,0,1,0,22525000,.,2019,,,,05/19/2020
13673,2020-05-21,Longview Acquisition Corp,LGVW,543195200,0,0,1,0,45000000,19533,2020,,,,05/21/2020
13674,2020-05-21,SelectQuote Inc,SLQT,816307300,0,2,0,1,.,19357,1985,,,,05/21/2020
13675,2020-05-22,Inari Medical Inc,NARI,45332Y109,0,1,0,0,.,19358,2011,,,,05/22/2020
13676,2020-05-27,Foley Trasimene Acquisition,WPF.U,34431F203,0,0,1,0,112500000,19519,2020,,,,05/27/2020
13677,2020-06-03,Pliant Therapeutics Inc,PLRX,729139105,0,1,0,0,.,19485,2015,,,,06/03/2020
13678,2020-06-03,Warner Music Group Corp,WMG,934550203,0,0,1,0,510000000,19403,1967,,,,06/03/2020
13679,2020-06-04,ZoomInfo Technologies Inc,ZI,98980F104,0,2,1,0,382649466,19405,2000,,,,06/04/2020
13680,2020-06-05,Applied Molecular Transport,AMTI,03824M109,0,1,0,0,.,19462,2010,,,,06/05/2020
13681,2020-06-05,Arya Sciences Acquisition II,ARYBU,G31655114,0,0,1,0,16710000,.,2020,,,,06/05/2020
13682,2020-06-05,Dada Nexus Ltd,DADA,23344D108,0,1,1,1,888937017,19470,2014,,,,06/05/2020
13683,2020-06-05,Legend Biotech Corp,LEGN,52490G102,0,0,1,0,258485107,19478,2015,,,,06/05/2020
13684,2020-06-05,Mtn Crest Acq Corp,MCACU,62401M205,0,0,1,0,6571500,19644,2020,,,,06/05/2020
13685,2020-06-05,Shift4 Payments Inc,FOUR,82452J109,0,2,1,1,80419148,19404,1999,,,,06/05/2020
13686,2020-06-09,Hudson Executive Invest Corp,HECCU,443761200,0,0,1,0,45000000,19556,2020,,,,06/09/2020
13687,2020-06-09,Vroom Inc,VRM,92918V109,0,1,0,1,.,19408,2012,,,,06/09/2020
13688,2020-06-10,UCloudLink Group Inc,UCL,90354D104,0,1,1,1,2010000,19492,1940,,,,06/10/2020
13689,2020-06-11,Lantern Pharma Inc,LTRN,51654W101,0,1,0,0,.,19479,1985,,,,06/11/2020
13690,2020-06-12,AZEK Co Inc,AZEK,05478C105,0,2,1,0,144111994,19409,2001,,,,06/12/2020
13691,2020-06-12,Avidity Biosciences Inc,RNA,05370A108,0,1,0,0,.,19488,2012,,,,06/12/2020
13692,2020-06-12,Burning Rock Biotech Ltd,BNR,12233L107,0,1,1,0,101779534,19464,2008,,,,06/12/2020
13693,2020-06-12,Generation Bio Co,GBIO,37148K100,0,1,0,0,.,19476,2016,,,,06/12/2020
13694,2020-06-12,Vaxcyte Inc,PCVX,92243G108,0,1,0,0,.,19484,2013,,,,06/12/2020
13695,2020-06-16,Royalty Pharma Plc,RPRX,G7709Q104,0,1,1,0,595382980,19490,1996,,,,06/16/2020
13696,2020-06-17,Trebia Acquisition Corp,TREB.,G9027T125,0,0,1,0,56250000,19616,2020,,,,06/17/2020
13697,2020-06-19,Forma Therapeutics Hldg Inc,FMTX,34633R104,0,1,0,0,.,19410,2007,,,,06/19/2020
13698,2020-06-19,Genetron Hldg Ltd,GTH,37186H100,0,0,1,0,441810100,19477,2015,,,,06/19/2020
